,Project ID,country_atlas,un-region,bureau,year,title_atlas,description,sector,budget_atlas,expense,sdgs,solution,donors_atlas,funding source,lifetime budget
59,84488,AGO,Asia-Pacific Group,RBAP,2017,Promotion of Sustainable Charcoal in Angola,"The Project aims to introduce energy-efficient charcoal technologies in Angola and trigger market demand for certified, sustainable charcoal.","[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",824422,733747,"[13, 15]",['Promote nature-based solutions for a sustainable planet'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,6821716
60,97226,AGO,Asia-Pacific Group,RBAP,2018,STRENGTHENING THE NATIONAL RESPONSE TO HIV IN ANGOLA,"Global Fund HIV grant (2016-2017) managed by UNDP Angola Country Office as Principal Recipient. The grant aims to contribute to achieving national targets in the response to HIV, as outlined in the National Strategic Plan (2015-2018).","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",7266598,10069938,"[3, 7]","['Strengthen effective, inclusive and accountable governance']","['GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS', 'UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN)']",Non-VF,27359990
61,84488,AGO,Asia-Pacific Group,RBAP,2018,Promotion of Sustainable Charcoal in Angola,"The Project aims to introduce energy-efficient charcoal technologies in Angola and trigger market demand for certified, sustainable charcoal.","[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",1371703,829193,"[13, 15]",['Promote nature-based solutions for a sustainable planet'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,6821716
62,107121,AGO,Asia-Pacific Group,RBAP,2018,Promoting Sustainable Energy South-Eastern Angola,The objective of the GEF PPG is to develop the project concept into a full project.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",150000,75422,"[1, 11, 13]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,152280
63,84488,AGO,Asia-Pacific Group,RBAP,2019,Promotion of Sustainable Charcoal in Angola,"The Project aims to introduce energy-efficient charcoal technologies in Angola and trigger market demand for certified, sustainable charcoal.","[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",1716500,1337022,"[13, 15]",['Promote nature-based solutions for a sustainable planet'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,6821716
64,118881,AGO,Asia-Pacific Group,RBAP,2019,CAPACITY DEVELOPMENT SUPPORT TO MoH,This Project aims to expand 1) the National AIDS Programme database on Key Populations and 2) access to renewable energy within the national health product supply management system.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",1269015,1047463,[3],"['Strengthen effective, inclusive and accountable governance']",['GOVERNMENT OF ANGOLA'],Non-VF,1585539
65,97226,AGO,Asia-Pacific Group,RBAP,2019,STRENGTHENING THE NATIONAL RESPONSE TO HIV IN ANGOLA,"Global Fund HIV grant (2016-2017) managed by UNDP Angola Country Office as Principal Recipient. The grant aims to contribute to achieving national targets in the response to HIV, as outlined in the National Strategic Plan (2015-2018).","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",721530,-136921,"[3, 7]","['Strengthen effective, inclusive and accountable governance']","['GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS', 'UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN)']",Non-VF,27359990
66,107121,AGO,Asia-Pacific Group,RBAP,2019,Promoting Sustainable Energy South-Eastern Angola,The objective of the GEF PPG is to develop the project concept into a full project.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",2280,63416,"[1, 11, 13]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,152280
67,84488,AGO,Asia-Pacific Group,RBAP,2020,Promotion of Sustainable Charcoal in Angola,"The Project aims to introduce energy-efficient charcoal technologies in Angola and trigger market demand for certified, sustainable charcoal.","[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",961500,427748,"[13, 15]",['Promote nature-based solutions for a sustainable planet'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,6821716
68,118881,AGO,Asia-Pacific Group,RBAP,2020,CAPACITY DEVELOPMENT SUPPORT TO MoH,This Project aims to expand 1) the National AIDS Programme database on Key Populations and 2) access to renewable energy within the national health product supply management system.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",221410,126438,[3],"['Strengthen effective, inclusive and accountable governance']",['GOVERNMENT OF ANGOLA'],Non-VF,1585539
69,97226,AGO,Asia-Pacific Group,RBAP,2020,STRENGTHENING THE NATIONAL RESPONSE TO HIV IN ANGOLA,"Global Fund HIV grant (2016-2017) managed by UNDP Angola Country Office as Principal Recipient. The grant aims to contribute to achieving national targets in the response to HIV, as outlined in the National Strategic Plan (2015-2018).","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",63707,-57675,"[3, 7]","['Strengthen effective, inclusive and accountable governance']","['GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS', 'UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN)']",Non-VF,27359990
70,84488,AGO,Asia-Pacific Group,RBAP,2021,Promotion of Sustainable Charcoal in Angola,"The Project aims to introduce energy-efficient charcoal technologies in Angola and trigger market demand for certified, sustainable charcoal.","[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",1016648,627826,"[13, 15]",['Promote nature-based solutions for a sustainable planet'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,6821716
71,97226,AGO,Asia-Pacific Group,RBAP,2021,STRENGTHENING THE NATIONAL RESPONSE TO HIV IN ANGOLA,"Global Fund HIV grant (2016-2017) managed by UNDP Angola Country Office as Principal Recipient. The grant aims to contribute to achieving national targets in the response to HIV, as outlined in the National Strategic Plan (2015-2018).","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",0,-160,"[3, 7]","['Strengthen effective, inclusive and accountable governance']","['GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS', 'UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN)']",Non-VF,27359990
72,84488,AGO,Asia-Pacific Group,RBAP,2022,Promotion of Sustainable Charcoal in Angola,"The Project aims to introduce energy-efficient charcoal technologies in Angola and trigger market demand for certified, sustainable charcoal.","[{'code': '18', 'name': 'Accelerate structural transformations'}, {'code': '5', 'name': 'Risk Reduction'}]",930943,625504,"[13, 15]",['Promote nature-based solutions for a sustainable planet'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,6821716
73,118881,AGO,Asia-Pacific Group,RBAP,2022,CAPACITY DEVELOPMENT SUPPORT TO MoH,This Project aims to expand 1) the National AIDS Programme database on Key Populations and 2) access to renewable energy within the national health product supply management system.,"[{'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",95114,1702,[3],"['Strengthen effective, inclusive and accountable governance']",['GOVERNMENT OF ANGOLA'],Non-VF,1585539
74,97226,AGO,Asia-Pacific Group,RBAP,2022,STRENGTHENING THE NATIONAL RESPONSE TO HIV IN ANGOLA,"Global Fund HIV grant (2016-2017) managed by UNDP Angola Country Office as Principal Recipient. The grant aims to contribute to achieving national targets in the response to HIV, as outlined in the National Strategic Plan (2015-2018).","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",0,-171,"[3, 7]","['Strengthen effective, inclusive and accountable governance']","['GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS', 'UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN)']",Non-VF,27359990
75,84247,ARG,Asia-Pacific Group,RBAP,2015,"Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","[{'code': '2', 'name': 'Democratic Governance'}]",1091903,525278,[16],['Others'],['ARG-GOBIERNO'],Non-VF,4076363
76,84247,ARG,Asia-Pacific Group,RBAP,2016,"Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","[{'code': '2', 'name': 'Democratic Governance'}]",1692409,702423,[16],['Others'],['ARG-GOBIERNO'],Non-VF,4076363
77,84247,ARG,Asia-Pacific Group,RBAP,2017,"Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","[{'code': '2', 'name': 'Democratic Governance'}]",1012051,549536,[16],['Others'],['ARG-GOBIERNO'],Non-VF,4076363
78,96640,ARG,Asia-Pacific Group,RBAP,2017,Modelos de negocios para la producción de biogas,"El Proyecto prevé demostrar el potencial del biogás, con énfasis en el gas procedente de rellenos sanitarios, para la generación de energía a partir de residuos sólidos municipales orgánicos en centros urbanos medianos en la Argentina","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",776776,38514,"[1, 12, 13, 7]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,6214267
79,100551,ARG,Asia-Pacific Group,RBAP,2017,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",564430,330785,"[7, 8, 9]","['Strengthen effective, inclusive and accountable governance']","['ARG-GOBIERNO', 'UNITED NATIONS DEVELOPMENT PRO', 'UZB-COMMITTEE OF STATE PROPERT']",Non-VF,2317196
80,96640,ARG,Asia-Pacific Group,RBAP,2018,Modelos de negocios para la producción de biogas,"El Proyecto prevé demostrar el potencial del biogás, con énfasis en el gas procedente de rellenos sanitarios, para la generación de energía a partir de residuos sólidos municipales orgánicos en centros urbanos medianos en la Argentina","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",828773,73366,"[1, 12, 13, 7]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,6214267
81,100551,ARG,Asia-Pacific Group,RBAP,2018,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",489426,338214,"[7, 8, 9]","['Strengthen effective, inclusive and accountable governance']","['ARG-GOBIERNO', 'UNITED NATIONS DEVELOPMENT PRO', 'UZB-COMMITTEE OF STATE PROPERT']",Non-VF,2317196
82,84247,ARG,Asia-Pacific Group,RBAP,2018,"Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","Apoyo para el Diseño, Desarrollo e Implementación de un sistema de Gestión y Control de Espectro Radioeléctrico","[{'code': '2', 'name': 'Democratic Governance'}]",280000,278100,[16],['Others'],['ARG-GOBIERNO'],Non-VF,4076363
83,96640,ARG,Asia-Pacific Group,RBAP,2019,Modelos de negocios para la producción de biogas,"El Proyecto prevé demostrar el potencial del biogás, con énfasis en el gas procedente de rellenos sanitarios, para la generación de energía a partir de residuos sólidos municipales orgánicos en centros urbanos medianos en la Argentina","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1261606,97390,"[1, 12, 13, 7]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,6214267
84,100551,ARG,Asia-Pacific Group,RBAP,2019,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",604314,586447,"[7, 8, 9]","['Strengthen effective, inclusive and accountable governance']","['ARG-GOBIERNO', 'UNITED NATIONS DEVELOPMENT PRO', 'UZB-COMMITTEE OF STATE PROPERT']",Non-VF,2317196
85,96640,ARG,Asia-Pacific Group,RBAP,2020,Modelos de negocios para la producción de biogas,"El Proyecto prevé demostrar el potencial del biogás, con énfasis en el gas procedente de rellenos sanitarios, para la generación de energía a partir de residuos sólidos municipales orgánicos en centros urbanos medianos en la Argentina","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",637333,202246,"[1, 12, 13, 7]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,6214267
86,129530,ARG,Asia-Pacific Group,RBAP,2020,Modernización del Banco de la Nación Argentina,Modernización del Banco de la Nación Argentina: integridad y eficiencia al servicio del Desarrollo Humano.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",127406,0,"[11, 16]","['Strengthen effective, inclusive and accountable governance']",['ARG-GOBIERNO'],Non-VF,4235601
87,100551,ARG,Asia-Pacific Group,RBAP,2020,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",62418,46219,"[7, 8, 9]","['Strengthen effective, inclusive and accountable governance']","['ARG-GOBIERNO', 'UNITED NATIONS DEVELOPMENT PRO', 'UZB-COMMITTEE OF STATE PROPERT']",Non-VF,2317196
88,129530,ARG,Asia-Pacific Group,RBAP,2021,Modernización del Banco de la Nación Argentina,Modernización del Banco de la Nación Argentina: integridad y eficiencia al servicio del Desarrollo Humano.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",3670904,124389,"[11, 16]","['Strengthen effective, inclusive and accountable governance']",['ARG-GOBIERNO'],Non-VF,4235601
89,96640,ARG,Asia-Pacific Group,RBAP,2021,Modelos de negocios para la producción de biogas,"El Proyecto prevé demostrar el potencial del biogás, con énfasis en el gas procedente de rellenos sanitarios, para la generación de energía a partir de residuos sólidos municipales orgánicos en centros urbanos medianos en la Argentina","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1504241,1162796,"[1, 12, 13, 7]",['Keeping people out of poverty'],['Global Environment Fund Truste'],Non-VF,6214267
90,100551,ARG,Asia-Pacific Group,RBAP,2021,"Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","Apoyo a las políticas de ciencia, tecnología e innovación de la Provincia de Buenos Aires","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",186617,83589,"[7, 8, 9]","['Strengthen effective, inclusive and accountable governance']","['ARG-GOBIERNO', 'UNITED NATIONS DEVELOPMENT PRO', 'UZB-COMMITTEE OF STATE PROPERT']",Non-VF,2317196
